Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/01  23:00:00,67997772.91660571,67997772.91660571,7625873.53771374,33399901.50135806 
 07/01  24:00:00,60497503.876915719,60497503.876915719,7625873.53771374,33399901.50135806 
 07/02  01:00:00,84319962.45674838,84319962.45674837,7625873.53771374,44533202.00181081 
 07/02  02:00:00,72603549.92922367,72603549.92922367,7625873.53771374,44533202.00181081 
 07/02  03:00:00,72085531.99324441,72085531.99324441,7625873.53771374,44533202.00181081 
 07/02  04:00:00,71585514.05726505,71585514.05726505,7625873.53771374,44533202.00181081 
 07/02  05:00:00,72585549.92922372,72585549.92922372,7625873.53771374,44533202.00181081 
 07/02  06:00:00,78257502.27487545,78257502.27487543,15251747.07542748,44533202.00181081 
 07/02  07:00:00,99404237.05442983,99404237.05442983,12081689.219203884,55180531.87831209 
 07/02  08:00:00,256751122.64539019,256751122.64539019,31130404.104440474,95796493.41677362 
 07/02  09:00:00,429050018.0640903,429050018.0640903,93124323.85391505,204227663.7591696 
 07/02  10:00:00,398932160.92123386,398932160.92123386,93124323.85391505,174055806.61631225 
 07/02  11:00:00,391945424.65749737,391945424.6574972,93124323.85391505,167093070.3525762 
 07/02  12:00:00,398788160.92123386,398788160.92123386,93124323.85391505,174055806.61631225 
 07/02  13:00:00,401065240.28172698,401065240.28172698,93124323.85391505,177667514.30607493 
 07/02  14:00:00,388046901.18978378,388046901.18978378,93124323.85391505,179858086.83609239 
 07/02  15:00:00,375281884.70626738,375281884.70626738,93124323.85391505,167093070.3525762 
 07/02  16:00:00,375281884.70626738,375281884.70626738,93124323.85391505,167093070.3525762 
 07/02  17:00:00,385725989.1018714,385725989.1018714,93124323.85391505,177537174.74818046 
 07/02  18:00:00,309911397.9769145,309911397.9769145,51749162.5771431,140923939.57316477 
 07/02  19:00:00,232394649.64930154,232394649.64930154,31518614.792510638,69106004.40578471 
 07/02  20:00:00,231996162.16749893,231996162.1674989,37382529.66235644,59822356.054136309 
 07/02  21:00:00,230132850.4008754,230132850.4008754,26303943.895732464,59822356.054136309 
 07/02  22:00:00,114996396.61320506,114996396.61320506,26303943.895732464,55180531.87831209 
 07/02  23:00:00,104562824.55134017,104562824.55134017,13151971.947866232,55180531.87831209 
 07/02  24:00:00,88758515.72977907,88758515.72977907,6575985.973933116,55180531.87831209 
